Update: 2017-11-20

### Ship Type : See shiptype.txt
### After Upgrade : Ship id after upgrade

### Max Hp, Armor, Fire power, Torpedo power, AA Power, Luck
[Default Value],[Max Value]

### Speed
0	Land base
5	Slow
10	Fast

### Range
0	None
1	Short
2	Middle
3	Long
4	Super long

### Materials on broken : [Fuel],[Ammo],[Steel],[Bauxite]
### Required fuel, Required ammo : Required material to upgrade

### Voice bits
1	Idle voice
2	O-clock voice
4	Special idle voice (Idle voice when Condition>=50)

### Player ships
ID	Sort No.	Name	Yomi	Ship Type	Upgrade Level	After Upgrade	Max Hp	Armor	Fire power	Torpedo power	AA Power	Luck	Speed	Range	Slot count	Airplanes	Build mins	Materials on broken	Powerup point	Rarity	Required fuel	Required ammo	Max fuel	Max ammo	Voice bits
303	1399	巻雲改	まきぐも	2	0	0	32,49	14,49	12,50	28,80	16,50	12,59	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	3
304	1400	長波改	ながなみ	2	0	0	32,49	14,49	12,50	28,80	16,50	14,59	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	3
305	1401	阿賀野改	あがの	3	0	0	45,62	31,69	28,67	24,79	20,73	10,59	10	2	3	2,2,2,0,0	60	3,5,14,1	2,1,1,2	6	0	0	30	40	7
306	1402	能代改	のしろ	3	0	0	45,62	31,69	28,68	24,79	20,72	10,64	10	2	3	2,2,2,0,0	60	3,5,14,1	2,1,1,2	6	0	0	30	40	7
307	1403	矢矧改	やはぎ	3	0	0	47,63	32,69	28,70	24,79	22,74	14,69	10	2	3	2,2,2,0,0	60	3,5,14,1	2,1,1,2	8	0	0	30	40	7
308	1404	弥生改	やよい	2	0	0	24,39	11,39	9,39	18,69	12,39	12,59	10	1	3	0,0,0,0,0	18	1,1,4,0	1,1,0,0	5	0	0	15	15	1
309	1405	卯月改	うづき	2	0	0	24,39	12,39	7,34	18,69	18,49	14,59	10	1	3	0,0,0,0,0	18	1,1,4,0	0,1,0,0	5	0	0	15	15	1
310	1406	Z1改	レーベレヒト・マース	2	70	179	33,59	15,45	11,45	25,70	15,45	12,49	10	1	3	0,0,0,0,0	24	1,1,6,0	1,1,0,0	6	350	300	20	25	3
311	1407	Z3改	マックス・シュルツ	2	70	180	33,59	15,45	11,45	25,70	15,45	12,49	10	1	3	0,0,0,0,0	24	1,1,6,0	1,1,0,0	6	350	300	20	25	3
312	1408	浜風改	はまかぜ	2	0	0	32,49	14,49	12,48	28,79	22,60	17,59	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	1
313	1409	谷風改	たにかぜ	2	0	0	32,49	14,49	12,48	28,79	16,49	16,59	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	1
314	1410	酒匂改	さかわ	3	0	0	46,62	31,69	27,65	23,78	19,73	30,74	10	2	3	2,2,2,0,0	60	3,5,14,1	2,1,1,2	6	0	0	30	40	7
316	1411	天津風改	あまつかぜ	2	0	0	34,54	14,61	12,49	32,84	23,63	17,69	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	7	0	0	20	20	3
317	1412	浦風改	うらかぜ	2	0	0	32,49	14,49	12,48	28,79	16,49	13,59	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	1
318	190	龍鳳改	たいげい・りゅうほう	7	0	0	48,70	24,57	0,32	0,0	28,62	24,79	5	1	4	21,9,9,6,0	160	4,8,24,5	0,0,2,2	6	0	0	35	40	3
319	191	妙高改二	みょうこう	5	0	0	56,71	47,78	50,80	36,88	28,80	32,79	10	2	4	2,2,4,4,0	80	4,7,20,2	3,1,2,2	6	0	0	45	75	3
320	1413	磯風改	いそかぜ	2	0	0	33,49	14,49	12,48	28,79	24,64	18,81	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	6	0	0	15	20	3
321	1414	大淀改	おおよど	3	0	0	47,64	32,68	32,70	0,49	22,74	30,79	10	2	4	0,6,6,0,0	80	4,3,14,3	2,0,2,2	7	0	0	35	35	3
322	1415	時津風改	ときつかぜ	2	0	0	32,49	14,49	12,48	28,79	16,49	12,59	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	6	0	0	15	20	3
323	1416	春雨改	はるさめ	2	0	0	30,49	14,49	12,49	28,79	15,49	12,59	10	1	3	0,0,0,0,0	22	1,2,10,0	1,1,1,1	5	0	0	15	20	3
324	1417	早霜改	はやしも	2	0	0	32,49	14,49	12,50	28,80	16,50	12,59	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	3
325	1418	清霜改	きよしも	2	0	0	32,49	14,49	12,50	28,80	16,50	13,59	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	3
326	204	初春改二	はつはる	2	0	0	31,52	14,51	13,54	32,90	23,73	16,59	10	1	3	0,0,0,0,0	20	1,2,10,0	1,2,1,1	6	0	0	15	20	1
327	1419	朝雲改	あさぐも	2	0	0	31,49	14,49	12,49	28,79	16,49	12,59	10	1	3	0,0,0,0,0	22	1,2,10,0	1,1,1,1	5	0	0	15	20	3
328	1420	山雲改	やまぐも	2	0	0	31,49	14,48	12,49	28,79	16,49	11,58	10	1	3	0,0,0,0,0	22	1,2,10,0	1,1,1,1	5	0	0	15	20	3
329	1421	野分改	のわき	2	0	0	32,49	14,49	12,48	28,79	16,49	13,59	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	6	0	0	15	20	3
330	1422	秋月改	あきづき	2	0	0	37,57	16,53	24,57	24,54	80,116	12,69	10	1	3	0,0,0,0,0	30	1,2,13,1	1,1,3,1	7	0	0	20	25	3
331	202	天城	あまぎ	11	50	429	48,79	26,51	0,25	0,0	27,72	13,59	10	1	4	18,24,3,6,0	210	7,9,26,5	0,0,3,3	6	750	1000	50	45	1
332	203	葛城	かつらぎ	11	50	430	48,79	27,52	0,25	0,0	27,72	20,69	10	1	4	18,24,3,6,0	210	7,9,26,5	0,0,3,3	6	750	1000	50	45	1
334	1504	U-511改	ゆー511・ろ500	13	55	436	13,18	6,20	3,12	27,64	0,0	34,67	5	1	2	0,0,0,0,0	22	1,2,2,1	1,2,0,0	6	170	270	10	20	1
343	1423	香取改	かとり	21	0	0	40,54	15,39	16,36	14,40	24,48	12,54	5	2	4	2,2,2,2,0	70	3,2,11,1	1,1,2,1	5	0	0	35	20	3
344	1424	朝霜改	あさしも	2	0	0	33,49	14,49	12,47	28,78	22,62	18,68	10	1	3	0,0,0,0,0	24	1,3,10,1	0,1,1,1	5	0	0	15	20	1
345	1425	高波改	たかなみ	2	0	0	32,49	14,49	12,50	28,80	16,50	10,57	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	3
346	1426	照月改	てるづき	2	0	0	37,57	16,52	24,58	25,56	80,114	11,59	10	1	3	0,0,0,0,0	30	1,2,13,1	1,1,3,1	7	0	0	20	25	3
347	1427	Libeccio改	リベッチオ	2	0	0	29,46	15,50	11,48	27,72	20,59	16,69	10	1	3	0,0,0,0,0	23	1,2,10,0	1,1,1,1	7	0	0	15	20	3
348	1428	瑞穂改	みずほ	16	0	0	42,62	24,48	18,45	15,72	18,44	10,54	5	1	3	12,12,8,0,0	140	3,3,15,5	1,2,1,2	5	0	0	40	45	3
349	1429	風雲改	かざぐも	2	0	0	32,49	14,49	12,50	29,81	17,51	14,69	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	3
350	1430	海風改	うみかぜ	2	0	0	30,48	14,49	12,49	28,79	16,50	13,64	10	1	3	0,0,0,0,0	22	1,2,10,0	1,1,1,1	4	0	0	15	20	3
351	1431	江風改	かわかぜ	2	75	469	30,48	14,49	12,49	29,80	15,49	12,59	10	1	3	0,0,0,0,0	22	1,2,10,0	1,1,1,1	5	300	390	15	20	3
352	1432	速吸改	はやすい	22	0	0	48,50	6,19	8,36	0,0	20,48	8,44	5	1	3	6,3,1,0,0	220	8,1,20,1	1,1,2,1	7	0	0	120	20	3
353	1433	Graf Zeppelin改	グラーフ・ツェッペリン	11	0	0	78,92	42,80	15,50	0,0	44,80	7,47	10	2	4	30,13,10,3,0	270	10,17,36,8	2,0,4,4	7	0	0	70	80	3
354	1434	嵐改	あらし	2	0	0	32,49	14,49	12,49	28,79	16,49	12,63	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	6	0	0	15	20	3
355	1435	萩風改	はぎかぜ	2	0	0	32,49	14,49	13,50	28,79	16,49	12,63	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	6	0	0	15	20	3
356	1436	鹿島改	かしま	21	0	0	40,54	15,39	14,37	13,39	22,62	20,79	5	2	4	2,2,2,2,0	70	3,2,11,1	1,1,2,1	5	0	0	35	20	3
357	1437	初月改	はつづき	2	0	0	37,57	17,54	25,60	24,54	80,110	8,71	10	1	3	0,0,0,0,0	30	1,2,13,1	1,1,3,1	7	0	0	20	25	3
358	1438	Zara改	ザラ	5	88	496	56,68	46,78	42,75	0,40	22,72	12,56	10	3	4	2,2,2,2,0	70	4,6,18,3	4,0,1,2	7	1600	1500	45	65	3
359	1439	沖波改	おきなみ	2	0	0	32,49	14,49	12,50	29,81	16,50	12,59	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	3
360	1440	Iowa改	アイオワ	8	0	0	92,103	89,107	90,115	0,0	82,120	40,99	10	3	4	4,4,4,4,0	500	32,45,100,40	6,0,3,5	8	0	0	200	275	3
361	1441	Pola改	ポーラ	5	0	0	56,68	45,77	41,77	0,44	21,73	11,57	10	3	4	2,2,2,2,0	70	4,6,18,3	4,0,1,2	7	0	0	45	65	3
362	1442	親潮改	おやしお	2	0	0	32,49	14,49	13,50	28,78	16,48	14,64	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	6	0	0	15	20	3
363	1443	春風改	はるかぜ	2	0	0	23,38	11,38	7,38	14,68	10,56	30,89	10	1	3	0,0,0,0,0	18	1,1,4,0	1,1,0,0	5	0	0	15	15	3
364	1444	Warspite改	ウォースパイト	9	0	0	82,92	78,93	86,106	0,0	48,98	70,109	5	3	4	3,3,3,3,0	280	19,28,46,12	4,0,2,4	8	0	0	90	110	3
365	1445	Aquila改	アクィラ	11	0	0	48,78	28,57	0,24	0,0	30,72	7,37	10	1	4	15,26,15,10,0	270	7,9,24,13	1,0,3,3	8	0	0	45	55	3
366	1446	水無月改	みなづき	2	0	0	24,39	11,39	9,39	18,69	12,39	16,66	10	1	3	0,0,0,0,0	18	1,1,4,0	1,1,0,0	5	0	0	15	15	3
367	1447	伊26改	い26	14	0	0	18,24	5,19	3,12	39,86	0,0	16,66	5	1	2	1,1,0,0,0	22	1,2,2,2	0,2,1,0	5	0	0	10	25	3
368	1448	浦波改	うらなみ	2	0	0	30,49	13,49	12,49	28,79	16,54	17,67	10	1	3	0,0,0,0,0	20	1,2,10,0	1,1,1,1	5	0	0	15	20	3
369	1449	山風改	やまかぜ	2	0	0	30,48	14,48	13,51	28,82	15,49	8,59	10	1	3	0,0,0,0,0	22	1,2,10,0	1,1,1,1	5	0	0	15	20	3
370	1450	朝風改	あさかぜ	2	0	0	23,38	10,37	8,42	14,69	10,52	14,88	10	1	3	0,0,0,0,0	18	1,1,4,0	1,1,0,0	5	0	0	15	15	3
371	1451	松風改	まつかぜ	2	0	0	23,38	10,37	7,39	14,68	10,50	12,84	10	1	3	0,0,0,0,0	18	1,1,4,0	1,1,0,0	5	0	0	15	15	3
372	1452	Commandant Teste改	コマンダン・テスト	16	0	0	43,64	26,56	32,58	0,0	20,48	20,88	5	1	4	12,12,7,7,0	140	3,4,13,6	2,0,1,3	7	0	0	40	50	3
373	1453	藤波改	ふじなみ	2	0	0	32,49	14,49	12,52	27,79	18,58	11,57	10	1	3	0,0,0,0,0	24	1,2,10,0	1,1,1,1	5	0	0	15	20	1
374	1454	伊13改	い13	14	0	0	21,36	6,22	5,16	32,72	0,0	8,48	5	1	3	2,1,0,0,0	200	1,2,4,3	0,2,1,1	7	0	0	25	25	3
375	1455	伊14改	い14	14	0	0	22,37	6,23	4,12	32,68	0,0	24,77	5	1	3	2,1,0,0,0	200	1,2,4,3	0,2,1,1	7	0	0	25	25	3
376	1456	占守改	しむしゅ	1	0	0	17,28	7,33	5,35	0,0	11,53	50,89	5	1	3	0,0,0,0,0	14	1,1,2,0	1,0,1,0	5	0	0	10	10	1
377	1457	国後改	くなしり	1	0	0	17,28	7,33	5,36	0,0	10,52	45,88	5	1	3	0,0,0,0,0	14	1,1,2,0	1,0,1,0	5	0	0	10	10	1
380	1460	大鷹改	たいよう	7	85	529	47,72	22,52	0,23	0,0	16,42	9,54	5	1	4	14,14,5,3,0	160	2,2,16,3	0,0,2,2	6	720	980	30	30	3
383	1463	択捉改	えとろふ	1	0	0	17,28	7,33	5,37	0,0	12,54	40,88	5	1	3	0,0,0,0,0	14	1,1,2,0	1,0,1,0	5	0	0	10	10	1
384	1464	松輪改	まつわ	1	0	0	17,28	7,33	5,38	0,0	12,55	9,59	5	1	3	0,0,0,0,0	14	1,1,2,0	1,0,1,0	4	0	0	10	10	1
385	1465	佐渡改	さど	1	0	0	17,28	7,33	5,39	0,0	12,54	9,59	5	1	3	0,0,0,0,0	14	1,1,2,0	1,0,1,0	5	0	0	10	10	1
386	1466	対馬改	つしま	1	0	0	17,28	7,34	5,36	0,0	12,53	49,94	5	1	3	0,0,0,0,0	14	1,1,2,0	1,0,1,0	5	0	0	10	10	1
387	1467	旗風改	はたかぜ	2	0	0	23,38	10,37	7,40	14,68	10,51	18,86	10	1	3	0,0,0,0,0	18	1,1,4,0	1,1,0,0	5	0	0	15	15	3
390	1470	天霧改	あまぎり	2	0	0	30,50	13,49	12,52	28,80	15,50	17,77	10	1	3	0,0,0,0,0	20	1,2,10,0	1,1,1,1	6	0	0	15	20	3
391	1471	狭霧改	さぎり	2	0	0	30,49	13,49	11,50	27,82	15,49	7,57	10	1	3	0,0,0,0,0	20	1,2,10,0	1,1,1,1	5	0	0	15	20	3
392	1472	Richelieu改	リシュリュー	8	0	0	89,99	78,96	72,96	0,0	28,78	24,95	10	3	4	3,3,3,3,0	300	12,19,39,4	4,0,2,4	8	0	0	100	130	3
393	1473	Ark Royal改	アークロイヤル	11	0	0	71,90	28,70	0,50	0,0	36,82	13,68	10	1	4	24,30,12,12,0	250	10,14,32,10	0,0,4,4	8	0	0	65	60	3
398	1498	伊168改	い168	13	0	0	15,19	5,18	3,11	30,69	0,0	10,49	5	1	2	0,0,0,0,0	22	1,2,2,1	0,2,0,0	4	0	0	10	20	3
399	1499	伊58改	い58	14	0	0	18,24	5,19	3,12	36,84	0,0	50,79	5	1	2	1,1,0,0,0	22	1,2,2,2	0,2,1,0	5	0	0	10	25	3
400	1500	伊8改	い8	14	0	0	19,25	5,19	4,14	36,84	0,0	25,69	5	1	2	1,1,0,0,0	22	1,2,2,2	0,2,1,0	6	0	0	10	25	3
401	1501	伊19改	い19	14	0	0	18,24	5,19	3,12	42,89	0,0	13,59	5	1	2	1,1,0,0,0	22	1,2,2,2	0,2,1,0	5	0	0	10	25	3
402	1502	まるゆ改	まるゆ	13	0	0	7,13	2,11	1,5	0,19	0,0	7,77	5	1	1	0,0,0,0,0	17	1,0,1,0	0,1,0,1	6	0	0	10	10	3
403	1503	伊401改	い401	14	0	0	24,39	7,24	6,19	40,80	0,0	20,59	5	1	2	3,3,0,0,0	200	1,2,4,3	0,2,1,1	7	0	0	25	30	3
404	201	雲龍	うんりゅう	11	50	406	48,79	26,52	0,27	0,0	28,72	10,49	10	1	4	18,24,3,6,0	210	7,9,26,5	0,0,3,3	6	750	1000	50	45	1
405	205	春雨	はるさめ	2	30	323	16,32	6,19	10,29	24,69	9,39	10,49	10	1	2	0,0,0,0,0	22	1,1,5,0	1,1,0,0	4	110	120	15	20	1
406	206	雲龍改	うんりゅう	11	0	0	60,84	35,77	0,48	0,0	32,78	12,59	10	1	4	18,21,27,3,0	210	7,13,30,10	0,0,4,3	7	0	0	50	55	3
407	207	潮改二	うしお	2	0	0	33,53	15,56	10,53	25,80	24,76	32,83	10	1	3	0,0,0,0,0	20	1,2,10,0	1,2,2,1	6	0	0	15	20	1
408	208	隼鷹改二	じゅんよう	7	0	0	55,82	31,62	0,40	0,0	36,74	41,84	5	1	4	24,18,20,4,0	180	6,14,26,10	0,0,4,3	6	0	0	45	50	1
409	209	早霜	はやしも	2	30	324	16,34	6,19	10,30	24,69	9,39	11,49	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	4	110	140	15	20	1
410	210	清霜	きよしも	2	30	325	16,34	6,19	10,30	24,69	9,39	12,49	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	4	110	140	15	20	1
411	211	扶桑改二	ふそう	10	0	0	77,94	72,90	80,99	0,0	44,88	13,69	5	3	4	4,4,9,23,0	260	12,15,38,5	5,0,3,4	6	0	0	105	140	1
412	212	山城改二	やましろ	10	0	0	77,94	73,91	80,98	0,0	43,87	14,70	5	3	4	4,4,9,23,0	260	12,15,38,5	5,0,3,4	6	0	0	105	140	1
413	213	朝雲	あさぐも	2	35	327	16,33	6,19	10,29	24,69	9,39	8,49	10	1	2	0,0,0,0,0	22	1,1,5,0	0,1,0,1	4	110	140	15	20	1
414	214	山雲	やまぐも	2	35	328	16,33	6,19	10,29	24,69	9,39	7,49	10	1	2	0,0,0,0,0	22	1,1,5,0	0,1,0,1	4	110	140	15	20	1
415	215	野分	のわき	2	35	329	16,34	6,19	10,29	24,69	12,44	14,49	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	5	110	140	15	20	1
416	216	古鷹改二	ふるたか	5	0	0	53,65	34,72	39,77	24,75	22,64	14,64	10	2	4	2,2,2,2,0	60	3,7,16,1	2,1,1,2	6	0	0	35	65	1
417	217	加古改二	かこ	5	0	0	52,64	33,72	40,78	25,77	24,65	12,62	10	2	4	2,2,2,2,0	60	3,7,16,1	2,1,1,2	6	0	0	35	65	1
418	218	皐月改二	さつき	2	0	0	28,44	12,45	8,42	27,78	40,82	20,79	10	1	3	0,0,0,0,0	18	1,2,7,0	1,2,2,0	6	0	0	15	15	1
419	219	初霜改二	はつしも	2	0	0	32,53	14,51	12,55	28,84	35,81	53,100	10	1	3	0,0,0,0,0	22	1,2,10,0	2,2,1,1	6	0	0	15	20	1
420	220	叢雲改二	むらくも	2	0	0	31,49	14,50	14,57	32,89	27,74	15,57	10	1	3	0,0,0,0,0	22	1,2,10,0	1,2,1,1	6	0	0	15	20	3
421	221	秋月	あきづき	2	40	330	20,40	9,27	16,48	16,48	70,104	10,59	10	1	3	0,0,0,0,0	30	1,2,13,1	0,1,3,1	6	170	270	20	25	1
422	222	照月	てるづき	2	40	346	20,40	9,26	16,49	16,49	70,103	9,49	10	1	3	0,0,0,0,0	30	1,2,13,1	0,1,3,1	6	170	270	20	25	1
423	223	初月	はつづき	2	40	357	20,40	9,28	18,50	15,47	70,101	7,47	10	1	3	0,0,0,0,0	30	1,2,13,1	0,1,3,1	6	170	270	20	25	1
424	224	高波	たかなみ	2	30	345	16,34	6,19	10,30	24,69	9,39	8,44	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	4	110	130	15	20	1
425	225	朝霜	あさしも	2	45	344	16,34	6,19	10,29	24,68	9,44	16,59	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	4	150	170	15	20	1
426	226	吹雪改二	ふぶき	2	0	0	31,49	14,50	15,59	30,88	35,78	17,77	10	1	3	0,0,0,0,0	20	1,2,10,0	2,2,1,1	6	0	0	15	20	3
427	227	鳥海改二	ちょうかい	5	0	0	57,72	46,78	55,85	35,86	24,70	19,68	10	2	4	3,3,3,3,0	85	4,7,21,3	4,1,2,2	6	0	0	45	80	1
428	228	摩耶改二	まや	5	0	0	57,71	48,78	42,77	34,84	72,106	14,64	10	2	4	3,3,3,3,0	85	4,6,21,4	2,1,5,2	6	0	0	45	80	1
429	229	天城改	あまぎ	11	0	0	60,84	35,76	0,45	0,0	33,79	17,69	10	1	4	18,21,27,3,0	210	7,13,30,10	0,0,4,3	7	0	0	50	55	3
430	230	葛城改	かつらぎ	11	0	0	60,84	36,78	0,45	0,0	32,78	30,79	10	1	4	18,21,27,3,0	210	7,13,30,10	0,0,4,3	7	0	0	50	55	3
431	231	U-511	ゆー511・ろ500	13	35	334	8,16	4,16	2,8	22,58	0,0	30,63	5	1	1	0,0,0,0,0	22	1,2,2,1	0,2,0,0	5	170	270	10	20	1
432	232	Graf Zeppelin	グラーフ・ツェッペリン	11	50	353	70,89	29,57	10,40	0,0	40,70	4,39	10	2	3	20,13,10,0,0	270	8,15,32,7	2,0,3,4	7	1300	900	55	65	1
433	233	Saratoga	サラトガ	11	40	438	83,93	40,63	30,45	0,0	36,73	25,75	10	2	4	27,19,19,15,0	330	9,16,43,10	2,0,4,5	6	1100	800	65	70	1
434	234	睦月改二	むつき	2	0	0	27,43	12,43	10,45	28,79	16,56	14,64	10	1	3	0,0,0,0,0	18	1,2,7,0	1,2,1,0	6	0	0	15	15	1
435	235	如月改二	きさらぎ	2	0	0	27,43	12,43	10,46	28,80	18,57	13,60	10	1	3	0,0,0,0,0	18	1,2,7,0	1,2,1,0	6	0	0	15	15	1
436	236	呂500	ゆー511・ろ500	13	0	0	13,19	7,21	4,13	30,69	0,0	44,77	5	1	2	0,0,0,0,0	22	1,2,2,1	1,2,0,0	7	0	0	10	20	3
437	237	暁改二	あかつき	2	0	0	31,50	14,50	14,62	32,90	19,59	15,67	10	1	3	0,0,0,0,0	20	1,2,10,0	1,2,1,1	6	0	0	15	20	3
438	238	Saratoga改	サラトガ	11	85	545	88,98	48,83	0,53	0,0	52,93	35,85	10	1	4	36,18,18,18,0	330	12,18,50,18	0,0,5,6	7	5500	2500	85	90	3
439	239	Warspite	ウォースパイト	9	75	364	72,87	72,91	72,92	0,0	38,88	55,89	5	3	4	3,3,3,3,0	280	8,18,36,4	4,0,2,4	7	1200	1100	90	110	1
440	240	Iowa	アイオワ	8	50	360	84,95	79,95	85,105	0,0	70,96	35,89	10	3	4	4,4,4,4,0	500	30,45,90,30	6,0,3,5	7	2800	3400	200	250	1
441	241	Littorio	リットリオ・イタリア	8	35	446	88,94	72,86	78,97	0,0	40,72	20,69	10	4	4	3,3,3,3,0	300	10,18,37,6	3,0,1,3	6	900	1500	130	150	1
442	242	Roma	ローマ	8	35	447	88,94	71,85	79,98	0,0	44,74	6,39	10	4	4	3,3,3,3,0	300	10,18,37,6	3,0,1,3	6	900	1500	130	150	1
443	243	Libeccio	リベッチオ	2	30	347	15,30	7,18	9,27	22,58	11,41	12,59	10	1	2	0,0,0,0,0	23	1,1,6,0	1,1,0,0	6	100	170	15	20	1
444	244	Aquila	アクィラ	11	45	365	38,60	18,38	0,14	0,0	18,48	5,29	10	1	3	10,26,15,0,0	240	5,8,18,8	1,0,3,2	7	1000	880	40	45	1
445	245	秋津洲	あきつしま	16	35	450	32,44	9,25	6,18	0,0	12,36	12,59	5	1	2	1,1,0,0,0	70	3,1,7,4	0,0,1,1	7	350	700	50	10	1
446	246	Italia	リットリオ・イタリア	8	0	0	92,98	77,92	81,102	0,0	44,90	30,79	10	4	4	3,3,3,3,0	300	18,28,39,7	5,0,2,3	7	0	0	140	170	7
447	247	Roma改	ローマ	8	0	0	92,98	76,90	82,105	0,0	46,94	8,57	10	4	4	3,3,3,3,0	300	18,28,39,7	5,0,2,3	7	0	0	140	170	3
448	248	Zara	ザラ	5	40	358	42,55	36,54	36,58	0,28	18,62	10,48	10	3	3	2,2,2,0,0	70	2,2,11,2	3,0,0,2	6	280	420	45	60	1
449	249	Pola	ポーラ	5	40	361	42,55	35,53	35,59	0,32	16,64	9,49	10	3	3	2,2,2,0,0	70	2,2,11,2	3,0,0,2	6	270	440	45	60	1
450	250	秋津洲改	あきつしま	16	0	0	36,48	13,42	8,28	0,0	16,44	14,72	5	1	3	1,1,1,0,0	70	3,1,7,6	0,0,2,1	8	0	0	60	15	3
451	251	瑞穂	みずほ	16	40	348	41,59	19,42	12,36	0,32	16,32	8,39	5	1	2	12,12,0,0,0	140	3,2,12,5	1,0,1,2	5	160	220	35	35	1
452	252	沖波	おきなみ	2	30	359	16,34	6,19	10,30	24,69	9,38	10,49	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	4	110	130	15	20	1
453	253	風雲	かざぐも	2	30	349	16,34	6,19	10,30	25,70	10,40	13,54	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	4	120	140	15	20	1
454	254	嵐	あらし	2	35	354	16,34	6,19	10,29	24,69	9,39	11,49	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	5	110	140	15	20	1
455	255	萩風	はぎかぜ	2	35	355	16,34	6,19	11,30	24,69	9,39	11,49	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	5	110	140	15	20	1
456	256	親潮	おやしお	2	35	362	16,34	6,19	10,30	24,68	9,37	13,50	10	1	2	0,0,0,0,0	24	1,1,6,0	0,1,0,1	5	110	140	15	20	1
457	257	山風	やまかぜ	2	45	369	16,32	6,19	11,31	24,69	8,38	6,39	10	1	2	0,0,0,0,0	22	1,1,5,0	0,1,0,0	4	100	180	15	20	1
458	258	海風	うみかぜ	2	30	350	16,32	6,19	10,29	24,69	10,40	10,49	10	1	2	0,0,0,0,0	22	1,1,5,0	0,1,0,0	4	100	150	15	20	1
459	259	江風	かわかぜ	2	30	351	16,32	6,19	10,29	25,70	9,39	10,49	10	1	2	0,0,0,0,0	22	1,1,5,0	0,1,0,0	4	100	150	15	20	1
460	260	速吸	はやすい	22	25	352	43,50	3,15	4,22	0,0	10,32	7,39	5	1	2	6,1,0,0,0	220	6,0,20,1	0,0,1,1	6	270	200	100	15	1
461	261	翔鶴改二	しょうかく	11	88	466	77,93	43,77	0,63	0,0	48,88	20,97	10	2	4	27,27,27,12,0	360	12,16,38,17	0,0,5,5	8	5700	1700	90	85	3
462	262	瑞鶴改二	ずいかく	11	90	467	78,93	44,78	0,56	0,0	54,90	50,99	10	2	4	28,26,26,13,0	360	12,16,38,17	0,0,5,5	8	5750	1700	90	85	3
463	263	朝潮改二	あさしお	2	85	468	31,53	14,52	18,68	36,92	22,60	17,70	10	1	3	0,0,0,0,0	22	1,2,10,0	2,2,1,1	6	360	390	15	20	1
464	264	霞改二	かすみ	2	88	470	31,53	14,50	16,63	33,92	24,72	37,97	10	1	3	0,0,0,0,0	22	1,2,10,0	2,2,1,1	6	300	390	15	20	1
465	265	鹿島	かしま	21	35	356	36,48	9,27	13,27	11,24	15,46	20,69	5	2	3	1,1,1,0,0	70	3,1,10,0	0,1,0,1	3	400	120	30	15	1
466	266	翔鶴改二甲	しょうかく	18	88	461	78,94	49,83	0,70	0,0	48,88	20,97	10	2	4	34,21,12,9,0	360	12,16,40,16	0,0,5,6	8	4500	1200	100	85	3
467	267	瑞鶴改二甲	ずいかく	18	90	462	79,94	49,84	0,65	0,0	54,90	50,99	10	2	4	34,24,12,6,0	360	12,16,40,16	0,0,5,6	8	4550	1200	100	85	3
468	268	朝潮改二丁	あさしお	2	85	463	34,59	15,55	12,52	36,86	30,74	17,70	10	1	3	0,0,0,0,0	22	1,2,10,0	2,2,1,1	7	390	360	15	20	1
469	269	江風改二	かわかぜ	2	0	0	31,54	14,51	16,62	38,96	18,64	19,75	10	1	3	0,0,0,0,0	22	1,2,10,0	2,2,1,1	6	0	0	15	20	3
